"route_boulder","name","location_name","sector_name","area_name","country_code","date","type","sub_type","rating","project","tries","repeats","difficulty","perceived_hardness","comment","height","recommended","sits"
"BOULDER","Groundation","Castle Rock Loop","Unknown Sector","Castle Rocks (ID)","US","2020-07-22T12:00:00Z","rp",,"4","0","35","null","7A+",,"a damn good beep. a tad heady. had my kneepad which helped.","null","0","null"
"BOULDER","Way Dubious Contortionist Low","Goat Rock","Unknown Sector","Castle Rocks (ID)","US","2020-07-23T00:00:00Z","rp",,"4","0","35","null","7B+",,"did some unusual beta due to the broken crimp rail. matched the sloper with a toe hook and pulled right over the lip.

quality beep. one of the best at castle. powerful first move. just gotta learn how to establish and fire. i caught the left hand as a gas rather than an undercling.

amazing problem, unique movement, one of the best at castle.","null","0","null"
"BOULDER","Right Hand Man","Klinghoffers","Unknown Sector","Castle Rocks (ID)","US","2020-07-23T00:00:00Z","rp",,"4","0","35","null","7A+",,"good climb. v6? quality rock, pure, aesthetic. about as good as low ballin gets. one of the better lines at castle.","null","0","null"
"BOULDER","planet caravan","Goat Rock","Unknown Sector","Castle Rocks (ID)","US","2020-07-23T00:00:00Z","f",,"2","0","1","null","7A+",,"v6 sounds about right. surprised i flashed it. rock in the back is annoying. folks hype this up as a 5 star line....i thought it was aight. softish v6, bad landing, decent movement, lowball. 2-3 star beep.","null","0","null"
"BOULDER","Super Slab","Super Slab","Unknown Sector",,"US","2020-08-12T00:00:00Z","rp",,"3","0","35","null","7A",,"one of the better problems in the area. went from the low start. funky move into the horn, meatwrap over. Karsten and i both sent.","null","0","null"
"BOULDER","Super Abalone","Super Slab","Unknown Sector",,"US","2020-08-12T00:00:00Z","rp",,"3","0","100","null","7B+",,"hard. so much beta. Karsten almost sent the 7 as well. Very pumpy. managed to do it 2x, first time was mega desperate.","null","0","null"
"BOULDER","Adult Entertainment","Mt tam","Unknown Sector",,"US","2020-08-19T12:00:00Z","rp",,"2","0","35","null","7A+",,"fun little boulder. glad i came back. did a small hop to the farther left sloper out of the good right hand and a small left hand down pull crimp. not bad, probably more like v6. fun solo sessions mid pandemic, getting desperate for some damned rocks.","null","0","null"
"BOULDER","Hunger Strike","Mt Tamalpais","Lakeview Boulders",,"US","2020-08-20T00:00:00Z","rp",,"3","0","35","null","7B+",,"started on the small right sidepull and the good left down pull. made a big pogo type move the juggy part of the left hand. there’s probably a crimpy technical way to do this, but this way felt the most obvious to me. right foot sticks on the big move. cool line, my favorite at Tam. although bit of a one move wonder the way i did it.","null","0","null"
"BOULDER","Intuition","Mt tam","Bootjack",,"US","2020-08-20T00:00:00Z","rp",,"3","0","35","null","6B+",,"sharp right hand! i found this one hard. from the sit, right hand on a small sidepull pinch. i did it with the rad undercling move, but that move can sadly be bypassed by just throwing big  to the right hand pinch if you really wanted to. fun climb, solid rock. pandemic sends continue!","null","0","null"
"BOULDER","scoops","Black Mountain","Unknown Sector","Black Mountain (CA)","US","2020-09-04T12:00:00Z","rp",,"3","0","35","null","7B+",,"tricky!","null","1","null"
"BOULDER","Moondrops","Boulder Basin","December Boulders","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"3","0","35","null","7A",,"aesthetic.","null","0","null"
"BOULDER","Stanage Problem","OK Corral","Unknown Sector","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"2","0","35","null","7A",,"fun volume, great night sesh. 1am send!","null","0","null"
"BOULDER","Ruination","The Summit","Face Meat","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"3","0","35","null","7A",,"tough rock over on the topout. aesthetic.","null","0","null"
"BOULDER","NRA","The Summit","Unknown Sector","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"1","0","35","null","7A+",,"not much to say. bring a kneepad or some pants. mediocre, seems slightly overrated?","null","0","null"
"BOULDER","Consumption Junction","OK Corral","Unknown Sector","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"1","0","35","null","7A",,"2am volume sends","null","0","null"
"BOULDER","Town Square Arete","Black Mountain","Unknown Sector","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"2","0","35","null","7A",,"slick mantle!","null","0","null"
"BOULDER","Pink Crack","Boulder Basin","Unknown Sector","Black Mountain (CA)","US","2020-09-05T00:00:00Z","f",,"3","0","1","null","5C",,"down climb was harder than the actual climb ;)","null","0","null"
"BOULDER","Tour de France Sit","Boulder Basin","Tour de France Area","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"4","0","35","null","7C+",,"3rd go from the sit, as the sun was setting. awesome climb.","null","1","null"
"BOULDER","Captain America","Boulder Basin","Tour de France Area","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"1","0","35","null","7B+",,"sharp right hand, cool bump move. there’s a subtle left hand thumb crystal on the pause hold i’d recommend.","null","0","null"
"BOULDER","El Brute","Boulder Basin","South Basin","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"2","0","35","null","7A+",,"did a nifty left toe pogo off the start hold after a few bumps up the side. might be easier if i was a bit taller. pretty block.","null","0","null"
"BOULDER","Born Under Punches","The Summit","Talking Heads Area","Black Mountain (CA)","US","2020-09-05T00:00:00Z","rp",,"3","0","35","null","7A+",,"nice movement, slightly annoying downhill setting. topout felt kinda hard. must do at the grade for Black.","null","0","null"
"BOULDER","Push-Pull Revolution","Town Square","Unknown Sector","Black Mountain (CA)","US","2020-09-07T00:00:00Z","rp",,"2","0","35","null","7A+",,"right heel hook is the way to go! not that bad!","null","1","null"
"BOULDER","Syd Vicious","Highway 20","Unknown Sector","Tahoe (CA)","US","2020-09-23T12:00:00Z","rp",,"2","0","35","null","7A+",,"fun movement up top. not so bad first throw. dab potential. aesthetic line though.","null","0","null"
"BOULDER","Logic Probe","Highway 20","Unknown Sector","Tahoe (CA)","US","2020-09-24T00:00:00Z","rp",,"2","0","35","null","7C",,"cool move, sharp sharp sharp. tape up the digits for the latch if you jump like i did. sit looks hard. couldn’t even conceive of this move last year, nice to see the progress. felt easy, went quick.","null","0","null"
"BOULDER","Shitstorm","Rainbow","Unknown Sector","Tahoe (CA)","US","2020-09-24T00:00:00Z","rp",,"3","0","35","null","7B+",,"mike donovan FA, sit to sandstorm. i started as he did, right hand on pinch, left on slopey crimp. fun climb. big throw is awesome.","null","1","null"
"BOULDER","A Firm Resolve","Rainbow","Unknown Sector","Tahoe (CA)","US","2020-09-25T12:00:00Z","rp",,"3","0","35","null","7C+",,"exactly 1 week after i sprained but fdp. proud of my resilience. probably soft for the grade, one mover, yada yada. but hard for me. happy with my progress.

ultimately went with the low right push foot and a very high left foot quickly slammed on.","null","0","null"
"BOULDER","It's a Boy","Firestones","Unknown Sector","Tahoe (CA)","US","2020-09-27T12:00:00Z","rp",,"5","0","35","null","7C+",,"started with a low low left hand on
the hold most use for a heel and the lowest right hand pinch. seems like everyone starts this one different?

amazing line. the left hand was full span for me, but a toe hook allowed for some extra length. nice mantle topout.

the best of times with vishaal and cy!

afterward, got crushed by rogue wave, the hardest line at firestones.","null","1","null"
"BOULDER","Full Spectrum","Rainbow","Unknown Sector","Tahoe (CA)","US","2020-09-28T00:00:00Z","rp",,"2","0","35","null","7B+",,"thuggy heel. technical footwork. delicate. fingery. lots of foot pressure. classic rainbow line. glad to have ticked this off, vishaal got mega close.","null","1","null"
"BOULDER","trash compactor","Tahoe","Unknown Sector","Tahoe (CA)","US","2020-09-30T00:00:00Z","rp",,"3","0","35","null","7B+",,"second ascent. FA Mike Donovan. squeeze! committing drop into the crimp rail.","null","0","null"
"BOULDER","Excalibur","Caple's Lake","Unknown Sector","Tahoe (CA)","US","2020-10-03T12:00:00Z","rp",,"3","0","35","null","7B+",,"cool movement. beautiful location and line. very soft. good times with Sean and Kiernan.","null","0","null"
"BOULDER","White Scapula","Erratica","Unknown Sector","Tahoe (CA)","US","2020-10-03T12:00:00Z","rp",,"2","0","35","null","7A",,"cool heel hook. v6 max.","null","0","null"
"BOULDER","vitamin D","Caple's Lake","Unknown Sector","Tahoe (CA)","US","2020-10-04T00:00:00Z","rp",,"3","0","35","null","7C",,"Daniel Woods FA on boulder island. Rad sloper toe hook sequence into huge through and a non trivial rock over. cool movement, my favorite block at the zone.

thanks for staying and spotting Kiernan!","null","0","null"
"BOULDER","Global Warming Sit","Erratica","Painter Boulder","Tahoe (CA)","US","2020-10-04T00:00:00Z","rp",,"4","0","35","null","7C+",,"tricky balance move up high. saw lots of different beta online, flipping the left hand off the crimp was what finally clicked for me. amazing climb. ","null","1","null"
"BOULDER","He-Man","Kit Carson Campround","Unknown Sector","Tahoe (CA)","US","2020-10-04T00:00:00Z","rp",,"2","0","35","null","7B+",,"hard hard hard second move! sharp, fun night sesh with vishaal.","null","0","null"
"BOULDER","Flight of the Mud Falcon","Kirkwood Lake","Lost World","Tahoe (CA)","US","2020-10-04T00:00:00Z","rp",,"4","0","35","null","7B+",,"ooph. this is one really good boulder. thoroughly enjoyed it.","null","1","null"
"BOULDER","The Yeti","Erratica","Unknown Sector","Tahoe (CA)","US","2020-10-04T00:00:00Z","rp",,"3","0","35","null","7C",,"night send with Vishaal. good times. good climb, but a bit overhyped in my opinion. board climb. kept the left toe on. hard on the right fingers.","null","0","null"
"BOULDER","West Nile Sit","The Beavers","Unknown Sector","Tahoe (CA)","US","2020-10-06T12:00:00Z","rp",,"4","0","35","null","7C+",,"easy day with cy and ari. this one would probably have been much better in good conditions. i was swinging my hands around before every attempt to try and keep them cool and hard. threw for the lowest part of the sloper (right hand pinch) and did a pogo for the slot. good rock, good movement.","null","0","null"
"BOULDER","Race Against Time","The Beavers","Unknown Sector","Tahoe (CA)","US","2020-10-07T00:00:00Z","rp",,"3","0","35","null","7B+",,"went quick right after west nile sit. tricky sequence. could definitely be a bit morpho. good rock like all of the beavers.","null","0","null"
"BOULDER","Avoid the Wart","The Beavers","Unknown Sector","Tahoe (CA)","US","2020-10-07T00:00:00Z","rp",,"3","0","35","null","7B+",,"awesome one move wonder.","null","0","null"
"BOULDER","The Return of Fern","Coldstream Canyon","Upper Tier","Tahoe (CA)","US","2020-10-12T00:00:00Z","rp",,"3","0","35","null","7B+",,"fun compression, did this one some point last year with vishaal. lower sit would be cool someday.....gotta find people psyched enough to hike up there though ;)","null","0","null"
"BOULDER","Soul Train","Saddle Boulders","Unknown Sector","Tahoe (CA)","US","2020-10-12T12:00:00Z","rp",,"4","0","35","null","7C",,"one of the 3 best at saddle along with midnight and nazgul. fantastic climb.","null","0","null"
"BOULDER","Entrance exam","Benwood Meadows","Unknown Sector","Tahoe (CA)","US","2020-10-15T12:00:00Z","rp",,"3","0","35","null","7C",,"felt soft. solo night sesh.","null","0","null"
"BOULDER","Smooth Boy Slim","Burnside Lake","Unknown Sector","Tahoe (CA)","US","2020-10-17T00:00:00Z","rp",,"3","0","35","null","7C",,"classic tahoe soft fun with scott, ali, sean, and vishaal. wolfpack someday i hope.","null","0","null"
"BOULDER","Solilasit","Mountain Beavers","Unknown Sector","Tahoe (CA)","US","2020-10-17T00:00:00Z","rp",,"5","0","35","null","7C",,"not much to say. all time. wanted to do this one since i first saw it last year.","null","0","null"
"BOULDER","Nazi Yoga Sit","Luther Pass","Unknown Sector","Tahoe (CA)","US","2020-10-17T12:00:00Z","rp",,"3","0","35","null","7B+",,"holy moly. hard, sharp, hot. ooph.","null","0","null"
"BOULDER","Tahoe House","Cisco Grove","Unknown Sector","Tahoe (CA)","US","2020-10-28T00:00:00Z","rp",,"5","0","35","null","7C+",,"ooph. beautiful compression line with unique movement. magnificent.","null","1","null"
"BOULDER","Silver Wolf","Platinum Boulders","Unknown Sector","Tahoe (CA)","US","2020-11-01T12:00:00Z","rp",,"4","0","35","null","7C",,"sweet jump move to the sloper. thanks to scott for leading the way. awesome climb.","null","0","null"
"BOULDER","Electric Chair","Silver Lake","Unknown Sector","Tahoe (CA)","US","2020-11-01T12:00:00Z","rp",,"4","0","35","null","7C",,"felt hard then some crusher showed up and gave me better beta. first go from the sit. nice rock, cool feature.","null","0","null"
"BOULDER","double platinum","Platinum Boulders","Unknown Sector","Tahoe (CA)","US","2020-11-02T00:00:00Z","go",,"3","0","2","null","6C",,"","null","0","null"
"BOULDER","Sleeping Dragon","Platinum Boulders","Unknown Sector","Tahoe (CA)","US","2020-11-02T00:00:00Z","rp",,"2","0","35","null","7B+",,"copied sean’s beta. felt pretty damn hard. made the mistake of doing it direct sun. crimpy.","null","0","null"
"BOULDER","Sesh Carter Low","Platinum Boulders","Unknown Sector","Tahoe (CA)","US","2020-11-02T00:00:00Z","rp",,"3","0","35","null","7B+",,"beautiful compression","null","0","null"
"BOULDER","Respawn sit","Putah Creek","Purgatory Boulder",,"US","2020-11-08T12:00:00Z","rp",,"3","0","35","null","7C+",,"ah. happy to follow Milo on this one. second ascent of the sit to my FA. this one is special. Tito N on the spot. So good!","null","0","null"
"BOULDER","Hellspawn(sit)","Putah Creek","purgatory",,"US","2020-11-08T12:00:00Z","rp",,"3","0","35","null","7C",,"ooph. mega mega underrated local line IMO. the sit added quite a bit for me. power tech on glass feet. witness the slickness. went with a heel hook to setup for the left foot pogo of helllspawn stand. bang bang. i love this problem.","null","0","null"
"BOULDER","From Folsom With Love","Folsom Lake","Granite Bay",,"US","2020-11-15T12:00:00Z","rp",,"1","0","35","null","7A+",,"Vishaal beat me to the send. Fun crimpy traverse. Ryder Holbrook FA.","null","0","null"
"BOULDER","Bushwhacker's roof","Sunol","Unknown Sector",,"US","2020-11-19T12:00:00Z","rp",,"2","0","35","null","7A+",,"MikeD FA. A good warm up for the harder direct.","null","0","null"
"BOULDER","Bushwhacker Direct","Sunol","Unknown Sector",,"US","2020-11-19T12:00:00Z","rp",,"4","0","35","null","7B+",,"quality climb. MikeD always delivers.","null","0","null"
"BOULDER","Deer Creek Arete","Nevada City","Deer Creek",,"US","2020-11-21T12:00:00Z","rp",,"5","0","35","null","7C",,"Third ascent. maybe v8, who knows. hard for me. pulled my damn groin. but worth it. incredible boulder, world class. Willie Wood FA. more people need to try this rig.","null","1","null"
"BOULDER","Comfortably Numb","Rocklin","Unknown Sector",,"US","2020-11-21T12:00:00Z","rp",,"2","0","35","null","7A+",,"night send with vishaal, first time at rocklin. good volume. underclings/sidepulls are the best. will be back for quarry pinch!!","null","0","null"
"BOULDER","With Love From Folsom","Folsom Lake","Granite Bay",,"US","2020-11-21T12:00:00Z","rp",,"2","0","35","null","7B+",,"crimpy/techy one from Todd Berlier. best line on the bloc as far afaik. good climbing.","null","0","null"
"BOULDER","911","Pine Mountain","Unknown Sector",,"US","2020-11-24T12:00:00Z","rp",,"3","0","35","null","7B+",,"lowball. but fun. good movement. unique gaston heel lurch.","null","0","null"
"BOULDER","Welcome to the Darkside","Pine Mountain","The Meadow",,"US","2020-11-24T12:00:00Z","rp",,"4","0","35","null","7C+",,"ooph. sent 2x since Karsten punted the footy (i’m not mad Karsten). Classic. sick compression.","null","1","null"
"BOULDER","Full Contact","Pine Mountain","Unknown Sector",,"US","2020-11-24T12:00:00Z","rp",,"2","0","35","null","7B+",,"overrated.","null","0","null"
"BOULDER","Dissing Euros","Pine Mountain","Happy Hunting Grounds",,"US","2020-11-24T12:00:00Z","rp",,"4","0","35","null","7A",,"night send with Karsten. really fun.","null","0","null"
"BOULDER","Sock Hop","Pine Mountain","Lower Ridge",,"US","2020-11-24T12:00:00Z","rp",,"4","0","35","null","7A",,"one of the best at pine. tricky, committing final throw. Karsten beat me to the send (a first?). Hard. Fingery.","null","0","null"
"BOULDER","Gyroscope","Pine Mountain","Unknown Sector",,"US","2020-11-24T12:00:00Z","rp",,"4","0","35","null","7B+",,"perfect slopers. mantel magic.","null","1","null"
"BOULDER","Clawing at the Walls (sit)","Pine Mountain","Unknown Sector",,"US","2020-11-24T12:00:00Z","rp",,"4","0","35","null","7A+",,"did a heel hook sequence to get into sloper dish. really cool climb. are the jugs off? i feel this was 7a+ with the jugs. wonderful climb. Karsten crushed as well. Committing moves.","null","0","null"
"BOULDER","Orange Fever","Happy Isles","Unknown Sector","Yosemite (CA)","US","2020-11-29T12:00:00Z","rp",,"4","0","35","null","7C+",,"ugh. yosemite delivers again.","null","0","null"
"BOULDER","Purple Barrel","Housekeeping","Unknown Sector","Yosemite (CA)","US","2020-11-29T12:00:00Z","rp",,"4","0","35","null","7B+",,"holy moly desperate as fuuuuu***","null","0","null"
"BOULDER","Cookie Monster","The Garden","Unknown Sector","Yosemite (CA)","US","2020-11-29T12:00:00Z","rp",,"3","0","35","null","7A",,"sick one. cool jump move, did a left heel to gain the crux edge. thanks to derreck for the beta.","null","0","null"
"BOULDER","Panic Room","Curry Village","Unknown Sector","Yosemite (CA)","US","2020-11-30T12:00:00Z","rp",,"5","0","35","null","7C",,"only had a 3 pads and vishaal on the spot. made it all the more fun. felt hard till the monster kicked in.","null","1","null"
"BOULDER","On the Road","Highway 140","Unknown Sector","Yosemite (CA)","US","2020-12-01T12:00:00Z","rp",,"4","0","35","null","7A+",,"Night sesh with Vishaal. Quality problem, conveniently roadside. Fun.","null","0","null"
"BOULDER","The Diamond","Candyland","Unknown Sector","Yosemite (CA)","US","2020-12-07T12:00:00Z","rp",,"3","0","35","null","7B+",,"consolation prize on an otherwise rough day. came in expecting it to be easy.....big mistake. don’t underestimate valley classics. the final lunge made little to no sense but it somehow just worked.","null","0","null"
"BOULDER","venga bus","Bishop Peak","Hummingbird Boulder",,"US","2020-12-16T12:00:00Z","rp",,"2","0","35","null","7B+",,"Julius Hoffman FA i believe. https://www.mountainproject.com/route/120076931/venga-bus

fun boulder. i’d say not significantly harder than slots sit.","null","0","null"
"BOULDER","sisyphus direct","Bishop Peak","Unknown Sector",,"US","2020-12-16T12:00:00Z","rp",,"2","0","35","null","7A",,"basically sisyphus minus the crazy hard throw. goes straight up after the nasty pinch sequence. squad send with vishaal.","null","0","null"
"BOULDER","Hummingbird Sit","Bishop Peak","Unknown Sector",,"US","2020-12-16T12:00:00Z","rp",,"2","0","35","null","7B+",,"aka slot sit. good one! funky beta and i have a nice scar from the tree. wear a shirt.","null","0","null"
"BOULDER","Sisyphus","Bishop Peak","Potato Boulder",,"US","2020-12-16T12:00:00Z","rp",,"3","0","35","null","7C",,"this was a hard one for me. good day with vishaal. 2 cruxes. nasty razor pinch sequence (used a tiny left foot to make the lunge easier). and of course the huge throw. good one! full value. v9 mos def with OG beta, no pause hold.","null","0","null"
"BOULDER","180 Degree Arete","Highway 140","Unknown Sector","Yosemite (CA)","US","2020-12-20T12:00:00Z","rp",,"3","0","35","null","7B+",,"technical undercling sequence. not sure if a side pull hold is broken, but a bit reach in its current state. or maybe its just straight tough and I just need to yosemite better. Rock quality was mediocre, but climbed well.","null","0","null"
"BOULDER","Abandonment","Highway 140","Unknown Sector","Yosemite (CA)","US","2020-12-21T12:00:00Z","rp",,"4","0","53","null","7B+",,"spectacular roof climb. felt hard for me. vishaal dropped our keys into the rock abyss behind, but somehow ventured into the pits of hell to retrieve them. lucky send, lucky key retrieval.","null","0","null"
"BOULDER","Heart of Darkness","Camp 4","Unknown Sector","Yosemite (CA)","US","2020-12-21T12:00:00Z","rp",,"5","0","35","null","7C",,"an unbelievable climb. thew to the smaller right edge with some technical footwork.","null","1","null"
"BOULDER","ecoterrorist","Castle Rock Loop","Eco Terrorist Boulder","Castle Rocks (ID)","US","2020-12-24T12:00:00Z","rp",,"4","0","35","null","7C+",,"classic. so fun!!!","null","0","null"
"BOULDER","Egghead Arete","Castle Rock Loop","Egghead","Castle Rocks (ID)","US","2020-12-24T12:00:00Z","rp",,"3","0","35","null","7B+",,"quick dispatch with Tito N. fun little baNger despite the shitty downhill slide situation.","null","0","null"
"BOULDER","Temporal Relativity","Temporal Boulders","Unknown Sector",,"US","2020-12-26T12:00:00Z","rp",,"3","0","35","null","7A+",,"a damn good one!","null","0","null"
"BOULDER","Black Fly Hell","Temporal Boulders","Unknown Sector",,"US","2020-12-26T12:00:00Z","rp",,"3","0","35","null","7B+",,"today i realized how miserable i am at 3 finger drag and pockets. wonderful climb!","null","0","null"
"BOULDER","Attack of the Ants","Temporal Boulders","Temporal Boulders",,"US","2021-01-01T12:00:00Z","rp",,"3","0","35","null","7C+",,"redemption. drove 6 hours and tried this thing solo in the full sun. got shut down. drove 6 more hours the next weekend for a night sesh. first go from the sit. thanks Chris and Soleil.","null","0","null"
"BOULDER","Captain Hook","Malibu Tunnel Boulders","Main Cluster",,"US","2021-01-01T12:00:00Z","rp",,"4","0","35","null","7C+",,"an amazing boulder problem. incredible.","null","0","null"
"BOULDER","Avalon","Malibu Tunnel Boulders","Lieback Boulder",,"US","2021-01-01T12:00:00Z","f",,"3","0","1","null","7B+",,"hardest thing i’ve ever flashed. special first day in malibu. probably not v8.","null","0","null"
"BOULDER","Leah","Malibu Tunnel Boulders","Lower Wash",,"US","2021-01-01T12:00:00Z","rp",,"3","0","35","null","7A+",,"incredible rock. beautiful setting. solid hike.","null","0","null"
"BOULDER","Torosa","Temporal Boulders","Unknown Sector",,"US","2021-01-01T12:00:00Z","rp",,"2","0","35","null","7C",,"last one at temporal, last boulder of the day, end of an awesome day with Soleil and Chris. not v9, but fun nonetheless.","null","0","null"
"BOULDER","The Trojan Arete","Santa Barbara","Painted Cave",,"US","2021-01-02T12:00:00Z","rp",,"4","0","35","null","7A+",,"softy ;) fun movement, thanks to Christian for the spraydown and support.","null","0","null"
"BOULDER","No Pigs for Rent","Santa Barbara","Unknown Sector",,"US","2021-01-02T12:00:00Z","rp",,"3","0","35","null","7B+",,"Thank god Christian took me, a very involved approach. good climb though, nice squeezer.","null","0","null"
"BOULDER","Thomas Aquinas","Santa Barbara","Potters point",,"US","2021-01-03T12:00:00Z","rp",,"4","0","35","null","7B+",,"an incredible boulder. a magical drop knee.","null","0","null"
"BOULDER","Static Eliminator Sit","Santa Barbara","Painted Cave - Hallway Boulder",,"US","2021-01-03T12:00:00Z","rp",,"3","0","35","null","7B+",,"underrated.","null","0","null"
"BOULDER","Our Generation","The Wave","Unknown Sector","Yosemite (CA)","US","2021-01-09T12:00:00Z","rp",,"3","0","35","null","7A+",,"god help me with first move on cindy ","null","0","null"
"BOULDER","Bruce Lee","Camp 4","Unknown Sector","Yosemite (CA)","US","2021-01-11T12:00:00Z","rp",,"5","0","35","null","7B+",,"wow!","null","0","null"
"BOULDER","Coz Daddy Roof","Parking Lot Rock","Unknown Sector","Castle Rocks (ID)","US","2021-01-13T12:00:00Z","rp",,"3","0","35","null","7A",,"happy to send with a good homie k-dub","null","0","null"
"BOULDER","Squirrel","Lower Cathedral","Unknown Sector","Yosemite (CA)","US","2021-01-18T12:00:00Z","rp",,"4","0","35","null","7A+",,"beautiful","null","0","null"
"BOULDER","Smoke Rise Up","Rocklin","Deer Creek Park",,"US","2021-01-23T12:00:00Z","rp",,"3","0","35","null","7B+",,"An unforgettable day at rocklin. Justin brought the psyche. Cant believe I pulled it off.","null","0","null"
"BOULDER","Sun God Direct","Sugarloaf Ridge","sunrise",,"US","2021-01-25T12:00:00Z","rp",,"3","0","35","null","7C+",,"2nd Ascent of a Kevin Jorgenson FA. Tried this one at the start of the pandemic, felt beyond me at the time. Nice to see my growth.","null","0","null"
"BOULDER","SBR","Mammoth Bar","Handlebar",,"US","2021-01-31T12:00:00Z","rp",,"3","0","35","null","7A+",,"“Sent Before Ryker”. 2nd ascent maybe? FA was Justin Butler. Rock isn’t bad, moves are fun. Kinda reminded me of Mickeys/Stinson rock. shouldery. ","null","0","null"
"BOULDER","Handlebar Arete","Mammoth Bar","Handlebar",,"US","2021-01-31T12:00:00Z","rp",,"3","0","35","null","7A+",,"Hard right hand crimp perch slam into a fun dyno move. good rock, nice setting by the river.

The logging for this problem was funky. Previous sector was unclear and didn’t mark country as USA. so i made a new one. forgive me if it’s a double (i frankly can’t tell).

here’s the MP link for further clarity:

https://www.mountainproject.com/route/111764443/handlebar-arete","null","0","null"
"BOULDER","Slave to the Grind","Happy Boulders","Unknown Sector","Bishop (CA)","US","2021-02-06T12:00:00Z","rp",,"5","0","35","null","7C",,"first boulder i touched in bishop. demart honored me with the tour. a memorable send. more to come.","null","0","null"
"BOULDER","The Hulk","Happy Boulders","Central Happiness","Bishop (CA)","US","2021-02-06T12:00:00Z","rp",,"0","0","35","null","7A",,"i am the 843rd person to log this on 8a.","null","0","null"
"BOULDER","Nat's Traverse","Berkeley","Mortar Rock","California","US","2021-02-17T12:00:00Z","rp",,"3","0","35","null","7B+",,"got the spray down from the OG Mike P himself on this right of passage. a nice consolation after ripping my index open on jungle.","null","0","null"
"BOULDER","The Rose","Columbia","Labyrinth",,"US","2021-02-21T12:00:00Z","rp",,"3","0","35","null","7A",,"5 stars common chris you’re killing me dawg","null","0","null"
"BOULDER","History's Mysteries Sit","Columbia","Labyrinth",,"US","2021-02-21T12:00:00Z","rp",,"3","0","35","null","7A+",,"good climb. tricky knee scum. why is everything in columbia so good. side pull heaven.","null","0","null"
"BOULDER","The Behemoth","Sonora","Labyrinth",,"US","2021-02-21T12:00:00Z","rp",,"4","0","35","null","6C",,"vishaal sent too! stellar climb.","null","0","null"
"BOULDER","Hiding in Plain Sight","Columbia","Labyrinth",,"US","2021-02-22T12:00:00Z","rp",,"3","0","35","null","7A+",,"more amazing rock.....how has columbia not seen more development.....i don’t get it.","null","0","null"
"BOULDER","Orbit","Columbia","Labyrinth",,"US","2021-02-22T12:00:00Z","rp",,"3","0","3","null","7A+",,"almost flashed!","null","0","null"
"BOULDER","Sharma Arete","Indian Rock","Unknown Sector","Castle Rocks (ID)","US","2021-02-24T12:00:00Z","rp",,"5","0","35","null","7C",,"grateful for the joy climbing has given me this year, through all the challenges of life. a happy moment atop another beautiful boulder. proud!","null","0","null"
"BOULDER","Yabo Roof","Parking Lot Rock","Unknown Sector","Castle Rocks (ID)","US","2021-02-24T12:00:00Z","rp",,"3","0","35","null","6C",,"any moderate with the name yabo in it is bound to have some bite to it. quality moderate. a hard topout.","null","0","null"
"BOULDER","Lost Keys Traverse","Indian Rock","Unknown Sector","Castle Rocks (ID)","US","2021-02-24T12:00:00Z","rp",,"3","0","35","null","7A",,"easy money","null","0","null"
"BOULDER","Fecal Terrorist","Castle Rock","Ecoterrorist","California","US","2021-02-24T12:00:00Z","rp",,"3","0","35","null","7C+",,"bloody hard. my chest hurts. as dumpy as thing looks, it moves incredibly. fantastic little boulder. Owe Mikey and Bran for hanging as i waged war.","null","0","null"
"BOULDER","Grave of the Underpants","Columbia","Labyrinth",,"US","2021-02-27T12:00:00Z","rp",,"4","0","35","null","7A",,"sit start from the undercling. another columbia 4 star rig.","null","0","null"
"BOULDER","Minotaur","Columbia","Labyrinth",,"US","2021-02-27T12:00:00Z","rp",,"5","0","35","null","6C",,"best line i’ve tried in columbia. a gem.","null","0","null"
"BOULDER","Aries curse","Columbia","Unknown Sector",,"US","2021-02-27T12:00:00Z","rp",,"3","0","35","null","7B+",,"Hard. Bottom moves are chill
but the crux throw is long, and to a very jagged hold. thankful to have scott’s momentum helped carry me up this one. physical limit for me. pad and dab situation detracts but climbing/rock is A+.","null","0","null"
"BOULDER","Polaski Arete","Sugarloaf","Unknown Sector","Tahoe (CA)","US","2021-03-03T12:00:00Z","rp",,"4","0","35","null","7B+",,"soft like charmin","null","0","null"
"BOULDER","Funky Dog","Sugarloaf","Unknown Sector","Tahoe (CA)","US","2021-03-03T12:00:00Z","rp",,"3","0","35","null","6C",,"thumbdercling is the steez. J Butler with the spraydown.","null","0","null"
"BOULDER","Mavericks","Sugarloaf","Unknown Sector","Tahoe (CA)","US","2021-03-03T12:00:00Z","rp",,"3","0","35","null","7B+",,"i hope you brought your stiff shoes. this one is elusive. hard! J Butler brought the day flash hammer down upon the beast.","null","0","null"
